Month,GMT,RNXO,RO3,RPM25,RSO2,AQI
1.2.11,21:00,116.9464286,22.60714286,25.28928571,2.428571429,136.9464286
1.2.11,22:00,110.3214286,23.58928571,24.21428571,2.317857143,130.3214286
1.2.11,23:00,99.36071429,24.86785714,23.175,2.225,119.3607143
1.3.11,0:00,138.3709677,20.88709677,34.08064516,3.419354839,158.3709677
1.3.11,1:00,121.1967742,23.03225806,32.70322581,2.364516129,141.1967742
1.3.11,2:00,96.77419355,24.9,31.41612903,2.206451613,116.7741936
1.3.11,3:00,94.62258065,25.33548387,30.54516129,2.132258065,114.6225807
1.3.11,4:00,106.6387097,24.28064516,30.61612903,2.290322581,126.6387097
1.3.11,5:00,146.2451613,20.76451613,32.22258065,2.738709677,166.2451613
1.3.11,6:00,217.5774194,16.52903226,34.75806452,3.812903226,237.5774194
1.3.11,7:00,263.3193548,14.38064516,35.8,4.648387097,283.3193548
1.3.11,8:00,254.5193548,15.73870968,36.39032258,5.341935484,274.5193548
1.3.11,9:00,233.9870968,18.75806452,35.65806452,5.54516129,253.9870968
1.3.11,10:00,201.5354839,22.67096774,34.09032258,5.358064516,221.5354839
1.3.11,11:00,175.8225806,26.19677419,32.48064516,5.067741935,195.8225806
1.3.11,12:00,160.8870968,29.26774194,31.45483871,4.819354839,180.8870968
1.3.11,13:00,152.6806452,31.16774194,30.60645161,4.7,172.6806452
1.3.11,14:00,149.6741935,32.59354839,29.81935484,4.851612903,169.6741935
1.3.11,15:00,150.6612903,32.83225806,29.16774194,4.748387097,170.6612903
1.3.11,16:00,151.9483871,31.43548387,29.07419355,4.274193548,171.9483871
1.3.11,17:00,160.6548387,26.80645161,29.56774194,3.941935484,180.6548387
1.3.11,18:00,171.5516129,21.03225806,30.92258065,3.512903226,191.5516129
1.3.11,19:00,171.283871,18.2,32.54193548,3.325806452,191.283871
